airline_sentiment,negativereason,airline,airline_sentiment_gold,name,retweet_count,text,tweet_created,tweet_id,tweet_location,user_timezone
negative,Bad Flight,United,,caseymugar,0,"@united add wifi, entertainment and the old seats and i۪ll come back.",2/20/15 14:28,5.689E+17,"Culver City, CA",Pacific Time (US & Canada)
negative,Late Flight,United,,ibrowning85,1,@united so we fly into SFO and Honululu gets pushed back 3.5 hours and now it looks like more delays.  I beg of you plz sort this out soon!,2/20/15 14:26,5.689E+17,,
positive,,United,,__ciberpepe,0,@united : thanks! i will catch my conection! :),2/20/15 14:26,5.689E+17,,
negative,Bad Flight,United,,wisemana,0,@United super lame that you charge $8 for tv on an international flight to the US. It isn۪t 1997!,2/20/15 14:25,5.68899E+17,"washington, dc",Eastern Time (US & Canada)
negative,Late Flight,United,,CpyburnDC,1,"@united as for volunteers to give up seats, people did! Now we sit for 25 minutes on plane waiting 4 them to add more people!  #letsgo",2/20/15 14:23,5.68899E+17,"Washington, DC",Eastern Time (US & Canada)
negative,Can't Tell,United,,nate2482,0,@united 4016 529557.   You going to transfer my car to me too?  Because it's at the airport you couldn't get me too...,2/20/15 14:23,5.68899E+17,"Parkersburg, WV",Eastern Time (US & Canada)
negative,Lost Luggage,United,,AlsoRococo,0,"@united next time I will not volunteer to let you gate check my bag for space, since you obviously can't deliver it in a timely manner.",2/20/15 14:20,5.68898E+17,Los Angeles,Pacific Time (US & Canada)
negative,Lost Luggage,United,,AlsoRococo,0,"@united I'm sorry it's cold in chicago, but I don't see why that means it takes 45 minutes for my priority bag to show up on the carousel.",2/20/15 14:19,5.68898E+17,Los Angeles,Pacific Time (US & Canada)
neutral,,United,,44Stocker,0,@united how long does it take for customer feedback to respond to a complaint?,2/20/15 14:11,5.68896E+17,,
negative,Can't Tell,United,,SchrammRyan,0,@united you are making me miss big snow in Montana. Not cool.,2/20/15 14:11,5.68896E+17,,Eastern Time (US & Canada)
negative,Flight Booking Problems,United,,jeeden_1,0,@united you might be the only airline not offering waivers...keep up the good fight,2/20/15 14:09,5.68895E+17,"Purcellville, VA",
neutral,,United,,jeeden_1,0,@united or frontier ... http://t.co/n8WiNFu6C5,2/20/15 14:08,5.68895E+17,"Purcellville, VA",
positive,,United,,KennethRMurray,0,@united Thank you. Any help is appreciated.,2/20/15 14:06,5.68895E+17,"Kenosha, WI",Central Time (US & Canada)
neutral,,United,,jayfalck,0,"@united FYI, went through this on similar flight last week.",2/20/15 14:05,5.68894E+17,"Austin, TX",Central Time (US & Canada)
negative,Customer Service Issue,United,,jayfalck,0,@united I know where to check. My complaint is my ticket said dinner when I booked now it's changed to refreshments. Where's my refund?,2/20/15 14:04,5.68894E+17,"Austin, TX",Central Time (US & Canada)
negative,Lost Luggage,United,,christinerimay,0,@united Bag MIA since Wednesday. Still no word where it is or if we'll ever see it again. #lostluggage #frustrated,2/20/15 14:03,5.68894E+17,Someplace saving something,Eastern Time (US & Canada)
neutral,,United,,yuethomas,0,@united assume those benefits only apply to my own reservation. Any way my partner (on diff res) can use them? Can we combine res?,2/20/15 14:01,5.68893E+17,"San Jose, CA",Pacific Time (US & Canada)
neutral,,United,,jeeden_1,0,@united or us air: http://t.co/Eis9hcNPrO,2/20/15 14:00,5.68893E+17,"Purcellville, VA",
negative,Can't Tell,United,,jeeden_1,0,@united we can't all be american airlines I suppose... http://t.co/0EWj7oKlji,2/20/15 13:58,5.68893E+17,"Purcellville, VA",
negative,Bad Flight,United,,Paul_Faust,1,@united Love to report how horrible this flight is to your team. Let's make it worse...as they get to my seat...out of all snacks,2/20/15 13:52,5.68891E+17,New York,
neutral,,United,,jeeden_1,0,"@united uhuh.Group trying to get out of Nashville and into IAD today instead of tomorrow,why be preemptive though... https://t.co/yBv0xaowKv",2/20/15 13:48,5.6889E+17,"Purcellville, VA",
positive,,United,,Coco_Flotte,0,@united thanks for moving my dad on to my my mom's flight. You helped make his birthday start with #FriendlyFriday Awesomeness! 4 paws up!,2/20/15 13:45,5.68889E+17,Deutschland,Prague
negative,Cancelled Flight,United,,nate2482,1,@United you need to get it together 3 of 4 flights Cancelled Flightled stranded with no car and my baggage is lost!  You NEVER get it right.,2/20/15 13:38,5.68887E+17,"Parkersburg, WV",Eastern Time (US & Canada)
neutral,,United,,KeldaPharris,1,"@united blood services, make your appt. today! 18009174929 http://t.co/6UXwPaduGS",2/20/15 13:37,5.68887E+17,Aberdeen,Central Time (US & Canada)
negative,Customer Service Issue,United,,bretlonder,0,".@united It's worth saying that, if you litter in Singapore, you get caned. ""But there are rules"" says @united",2/20/15 13:32,5.68886E+17,"San Diego, CA",Central Time (US & Canada)
neutral,,United,,jeeden_1,0,"@united Not waiving change fees with the snow storm coming tomorrow? IAD is under Winter Storm warning tomorrow already, what's up?",2/20/15 13:31,5.68886E+17,"Purcellville, VA",
neutral,,United,,divvashi,0,@united yes! I'll be sending an email to customer service today.,2/20/15 13:31,5.68886E+17,,Eastern Time (US & Canada)
negative,Customer Service Issue,United,,bretlonder,0,"@united I'm fully aware, it's just that your rules are harsh toward the client. Especially since you're going to resell my seat for more $.",2/20/15 13:30,5.68885E+17,"San Diego, CA",Central Time (US & Canada)
negative,Damaged Luggage,United,,AlexanderPancoe,1,@united why I won't check my carry on. Watched a handler throw this bag -- miss the conveyer belt -- sat there 10 min http://t.co/lyoocx5mSH,2/20/15 13:29,5.68885E+17,Chicago,Central Time (US & Canada)
negative,Customer Service Issue,United,,ADolledUpBlog,1,@united why? So I can waste more of time on this airline to get an automated message? Disappointing as always.,2/20/15 13:26,5.68884E+17,"Salt Lake City, UT",Mountain Time (US & Canada)
negative,Customer Service Issue,United,,andreamvdlg,1,@united this means within one week i will have filed 2 compensation complaints to your website,2/20/15 13:26,5.68884E+17,Edinbrah ,Eastern Time (US & Canada)
negative,Can't Tell,United,,andreamvdlg,0,"@united not 100% sure, however my ticket included one checked bag, therefore this charge was extra and completely unanticipated.",2/20/15 13:26,5.68884E+17,Edinbrah ,Eastern Time (US & Canada)
positive,,United,,d_goodspeed,0,@united: @d_goodspeed We will follow up with our Maintenance team. Thanks for the tweet. ^KP۝ THANK YOU!  United Cares!,2/20/15 13:25,5.68884E+17,USA,Central Time (US & Canada)
negative,Customer Service Issue,United,,KennethRMurray,0,@united Terribly disappointed. Confirmed reservation delayed and your cust. service staff was not helpful in finding an alternate solution.,2/20/15 13:23,5.68884E+17,"Kenosha, WI",Central Time (US & Canada)
neutral,,United,,middlebrowmadam,0,@united this is for a check-in luggage. Employee told me not to include wheels in the dimensions.,2/20/15 13:23,5.68884E+17,Southern California,Pacific Time (US & Canada)
neutral,,United,,dlm_3,0,@united dmangen@visualclubconcepts.com,2/20/15 13:22,5.68883E+17,Global,Eastern Time (US & Canada)
neutral,,United,,Bigmenk65,0,"@united if I had a ticket refunded which I purchased, for my brother to fly...could I then used the refunded credit for me to fly? Respond",2/20/15 13:21,5.68883E+17,,
negative,Late Flight,United,,andreamvdlg,1,@united this is besides the fact that one week ago you delayed me by 18 hours. i am not impressed at all.,2/20/15 13:20,5.68883E+17,Edinbrah ,Eastern Time (US & Canada)
negative,Customer Service Issue,United,,andreamvdlg,0,"@united its my one and only checked bag, which is checked to edinburgh, however i am being charged randomly from dc to newark",2/20/15 13:19,5.68883E+17,Edinbrah ,Eastern Time (US & Canada)
negative,Customer Service Issue,United,,andreamvdlg,0,@united with the purchase of my ticket i am entitled to check in 1 bag however i am being charged an extra 25 dollars for domestic transport,2/20/15 13:18,5.68882E+17,Edinbrah ,Eastern Time (US & Canada)
negative,Bad Flight,United,,justindoll,1,"@united Thank U for the 1hr delay then boarding us onto a plane that reeks of vomit, flight attendant indicated it wasn't cleaned properly.",2/20/15 13:17,5.68882E+17,"Salt Lake City, UT",Mountain Time (US & Canada)
negative,Can't Tell,United,,ADolledUpBlog,0,@United I have never been so grossed out in my life. What a disappointment-yet again-flying with you.,2/20/15 13:16,5.68882E+17,"Salt Lake City, UT",Mountain Time (US & Canada)
neutral,,United,,SocialMktgFella,0,@united need to add service dog to my itinerary for tomorrow,2/20/15 13:15,5.68882E+17,"San Francisco, CA",Pacific Time (US & Canada)
negative,Late Flight,United,,ADolledUpBlog,1,"@united thanks for delaying my flight for an hour, and then boarding us onto a flight that REEKS of vomit because it wasn't cleaned properly",2/20/15 13:15,5.68882E+17,"Salt Lake City, UT",Mountain Time (US & Canada)
negative,Bad Flight,United,,d_goodspeed,0,@united just landed. Might want to check flight 304 plane from Houston. That sound was during takeoff &amp; landing http://t.co/QKquRagGoO,2/20/15 13:14,5.68881E+17,USA,Central Time (US & Canada)
negative,Can't Tell,United,,megane_ko,1,@united I can't even look at you right now. I'll call you when I'm not so mad.,2/20/15 13:09,5.6888E+17,Montana,Mountain Time (US & Canada)
neutral,,United,,bugstory,0,@united DM ed u the request num,2/20/15 13:02,5.68878E+17,"Baltimore, MD",Eastern Time (US & Canada)
negative,Customer Service Issue,United,,bugstory,0,"@united I requested an online refund option they denied saying the ticket was used, hope they understand the problem from your approach",2/20/15 13:01,5.68878E+17,"Baltimore, MD",Eastern Time (US & Canada)
negative,Late Flight,United,,LRuns4Cupcakes,0,"@united Nope, still sitting at the gate!",2/20/15 13:00,5.68878E+17,NY,
neutral,,United,,Gouwerijn,0,"@united bagage which i take to in the cabin i dont need to check-in,correct?",2/20/15 12:57,5.68877E+17,Alphen aan den Rijn,Amsterdam
neutral,,United,,bugstory,0,@united exactly,2/20/15 12:51,5.68876E+17,"Baltimore, MD",Eastern Time (US & Canada)
negative,Late Flight,United,,bugstory,0,@united the passengers waited inside the flight on the runway and returned back in o gate that should not count as a valid journey,2/20/15 12:48,5.68875E+17,"Baltimore, MD",Eastern Time (US & Canada)
negative,Cancelled Flight,United,,bugstory,0,"@united yes it is partly used, the del-ewr is used, the return flight was Cancelled Flightled due to technical glitch in operations",2/20/15 12:47,5.68874E+17,"Baltimore, MD",Eastern Time (US & Canada)
positive,,United,,dekt,0,@united thank you.. Appreciate the response,2/20/15 12:44,5.68874E+17,San Francisco ,Pacific Time (US & Canada)
neutral,,United,,youRsoMoney,0,@united Old school ride home to LAX from Houston #flyingRetro http://t.co/6asuwx3Kv0,2/20/15 12:43,5.68873E+17,Los Angeles,Pacific Time (US & Canada)
negative,Late Flight,United,,ssapol5722,0,.@united I appreciate you looking. Can you compensate me on anything for my troubles? Still haven't taken off for a 10:30 am flight,2/20/15 12:41,5.68873E+17,New Jersey,Quito
neutral,,United,,PaintboxGirl,0,@united mine is GJQX6J husband is A587CW (Can't DM for some reason.),2/20/15 12:38,5.68872E+17,New York State,Central Time (US & Canada)
positive,,United,,urno12,0,@united thank you thank you thank you for contacting me. Thank you for the offer of a $1000 travel certificate #unitedairlines,2/20/15 12:37,5.68872E+17,bonkers in Yonkers,New Delhi
negative,Customer Service Issue,United,,TaraNorden,1,@united Another terrible experience with United. Discrimination. Delays. And no help from customer service #united #notimpressed,2/20/15 12:34,5.68871E+17,Chicago,Central Time (US & Canada)
neutral,,United,,bubnub,0,"@united Hi, we are flying into IAD tomorrow evening. Do you expect delays or Cancelled Flightlations with the snow storm?",2/20/15 12:34,5.68871E+17,,
negative,Can't Tell,United,,PaintboxGirl,0,"@united If a business decision is made that inconveniences and possibly causes lost customers, is it a good business decision? #Cranky",2/20/15 12:33,5.68871E+17,New York State,Central Time (US & Canada)
positive,,United,,bugstory,0,@united sent a DM just now. Thanks I am incredibly happy the fast response I got via Twitter than via customer care. Thank you,2/20/15 12:30,5.6887E+17,"Baltimore, MD",Eastern Time (US & Canada)
negative,Late Flight,United,,benjaminslavin,0,@united please provide update on UA 791. This flight has been stranded by united with no information from the crew on the plane.,2/20/15 12:25,5.68869E+17,,Quito
negative,Can't Tell,United,,dcharb10,1,@united thanks for reminding me how much easier it is to fly Southwest!  Get more agents at sfo 25!,2/20/15 12:23,5.68869E+17,Midwest,
positive,,United,,BattierCCIpuppy,0,@united perfect! That works! Thank you!,2/20/15 12:22,5.68868E+17,"Sacramento, CA",
negative,Flight Booking Problems,United,,abigailedge,0,"@united That's still one day over my visa expiring on June 9, which is why I booked my flight on that day.",2/20/15 12:11,5.68866E+17,"Brighton, UK",London
neutral,,United,,ScribblersNook,0,@united Followback so I can DM plz,2/20/15 12:08,5.68865E+17,"Atlanta, GA",Eastern Time (US & Canada)
negative,Flight Attendant Complaints,United,,GottaGoFlying,0,@united MIA-EWR #384 ___ excellent crew. EWR-IAD #3589 ___ No crew to load bags - waiting w/ door open freezing. 20 mins past departure.,2/20/15 12:01,5.68863E+17,,Eastern Time (US & Canada)
negative,Customer Service Issue,United,,_jesseeka,0,@united your customer service is crap.,2/20/15 12:01,5.68863E+17,Massachusetts,Eastern Time (US & Canada)
negative,Flight Attendant Complaints,United,,michaelotto71,0,@united thanks for having ground crews that are surprised when flights arrive. #beingsuckontarmacsucks!,2/20/15 11:53,5.68861E+17,USA,
positive,,United,,vnpeace,0,@united mechanical issue. Looks like they got it fixed! Thanks for your concern.,2/20/15 11:51,5.6886E+17,,
negative,Cancelled Flight,United,,Scottsimanek,0,@united UA1023 sitting on Tarmac at ORD when there are visibly gates open. Reassign our gate.,2/20/15 11:50,5.6886E+17,,
positive,,United,,AndyA3,0,@united thanks,2/20/15 11:48,5.6886E+17,San Francisco,Pacific Time (US & Canada)
negative,Flight Attendant Complaints,United,,DT_Les,0,@united Usually an issue with Express our of SFO. Positive note: Mainline p.s. was enjoyable.,2/20/15 11:47,5.6886E+17,,
negative,Customer Service Issue,United,,DavidM2357,0,"@united No. SATO rebooked me. Just upset that my travel office had to fix this, and you couldn't.",2/20/15 11:46,5.68859E+17,"Charleston, SC",
negative,Can't Tell,United,,StartupReport,3,@united kind of unnerving to watch the guy deicing your plane text on his phone the whole time http://t.co/QdXfT9qqT9,2/20/15 11:42,5.68858E+17,Portland,Pacific Time (US & Canada)
