Age,WorkClass,Education,MartialStatus,Occupation,Relationship,Race,Sex,HoursPerWeek,NativeCountry,GE50K
45,Federal-gov,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,Guatemala,1
26,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,0
20,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,0
46,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0
37,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,50,United-States,1
37,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,0
43,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,42,United-States,0
59,Private,Masters,Widowed,Prof-specialty,Not-in-family,White,Female,40,United-States,0
39,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0
32,Private,Some-college,Divorced,Farming-fishing,Not-in-family,White,Female,54,United-States,0
63,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,16,United-States,0
45,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,1
59,Private,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0
36,,12th,Never-married,,Not-in-family,White,Male,35,United-States,0
26,Private,HS-grad,Never-married,Tech-support,Other-relative,White,Male,40,United-States,0
34,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0
41,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
26,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Male,40,United-States,0
53,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,0
33,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,United-States,1
46,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
79,,HS-grad,Widowed,,Not-in-family,Black,Female,30,United-States,0
31,Private,HS-grad,Widowed,Craft-repair,Unmarried,White,Female,40,United-States,0
24,Private,HS-grad,Separated,Other-service,Not-in-family,White,Male,40,United-States,0
57,Local-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,62,United-States,0
40,Private,HS-grad,Separated,Other-service,Unmarried,White,Female,47,United-States,0
41,Self-emp-inc,Assoc-voc,Married-civ-spouse,Sales,Husband,Other,Male,84,Mexico,0
20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,26,United-States,0
45,Private,11th,Never-married,Machine-op-inspct,Not-in-family,Black,Female,40,United-States,0
27,Private,Assoc-voc,Separated,Adm-clerical,Unmarried,White,Female,40,United-States,0
36,Private,5th-6th,Married-spouse-absent,Craft-repair,Other-relative,White,Male,40,Mexico,0
30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Germany,0
36,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,1
25,Private,HS-grad,Married-spouse-absent,Farming-fishing,Not-in-family,Other,Male,40,Mexico,0
30,,Some-college,Never-married,,Not-in-family,White,Female,25,United-States,0
31,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,0
49,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,1
26,Private,11th,Never-married,Handlers-cleaners,Unmarried,White,Male,20,United-States,0
25,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,0
29,Private,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0
24,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,52,Dominican-Republic,0
41,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,1
35,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,1
57,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Wife,White,Female,40,United-States,1
21,Private,11th,Never-married,Priv-house-serv,Other-relative,White,Female,40,Mexico,0
29,Private,10th,Never-married,Other-service,Own-child,Black,Female,32,United-States,0
36,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0
20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,25,United-States,0
51,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
39,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0
36,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0
40,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,70,United-States,1
61,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0
38,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,0
20,,Some-college,Never-married,,Own-child,White,Male,35,United-States,0
21,Private,HS-grad,Separated,Other-service,Own-child,White,Female,35,United-States,0
40,Private,HS-grad,Divorced,Tech-support,Unmarried,White,Female,40,United-States,0
46,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,0
21,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,54,United-States,0
35,Self-emp-not-inc,10th,Married-civ-spouse,Transport-moving,Husband,Black,Male,50,United-States,0
39,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0
38,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,0
30,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,40,United-States,0
28,Private,9th,Never-married,Machine-op-inspct,Unmarried,Other,Male,40,Mexico,0
32,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
46,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
40,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
47,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,40,United-States,1
44,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0
38,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,Columbia,0
51,,HS-grad,Married-spouse-absent,,Not-in-family,White,Male,20,United-States,1
46,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,1
51,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,Iran,1
45,Private,Doctorate,Widowed,Prof-specialty,Unmarried,White,Male,40,Iran,1
20,Private,Some-college,Never-married,Other-service,Own-child,White,Female,20,United-States,0
44,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,0
33,Private,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,45,United-States,0
18,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,30,United-States,0
61,Self-emp-inc,Prof-school,Separated,Prof-specialty,Not-in-family,White,Male,40,United-States,1
50,State-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,0
47,Federal-gov,HS-grad,Never-married,Machine-op-inspct,Own-child,Black,Male,40,United-States,0
34,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
53,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,60,United-States,0
39,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
58,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
66,,HS-grad,Married-civ-spouse,,Husband,Black,Male,18,United-States,0
26,Private,11th,Never-married,Farming-fishing,Not-in-family,White,Male,50,United-States,0
41,Private,5th-6th,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,Mexico,0
47,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0
31,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,40,United-States,0
52,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
29,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,1
43,Private,9th,Separated,Handlers-cleaners,Unmarried,Black,Female,50,United-States,0
42,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
35,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,Black,Female,30,United-States,0
41,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0
34,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,1
52,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
61,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
39,Local-gov,HS-grad,Separated,Exec-managerial,Unmarried,White,Male,40,United-States,0
19,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,25,United-States,0
46,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
39,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,45,United-States,0
22,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,50,United-States,0
30,State-gov,HS-grad,Separated,Adm-clerical,Not-in-family,White,Female,40,United-States,0
40,Private,Assoc-voc,Divorced,Other-service,Not-in-family,White,Female,32,United-States,0
43,Private,Bachelors,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,40,United-States,0
37,Private,5th-6th,Married-civ-spouse,Farming-fishing,Husband,White,Male,36,Mexico,0
23,Private,Assoc-acdm,Never-married,Other-service,Own-child,White,Male,20,United-States,0
39,Local-gov,Assoc-acdm,Divorced,Prof-specialty,Not-in-family,White,Male,59,United-States,0
54,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0
46,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,0
20,Private,Some-college,Never-married,Transport-moving,Own-child,White,Female,40,United-States,0
50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Tech-support,Wife,White,Female,50,United-States,1
17,Private,10th,Never-married,Sales,Own-child,White,Female,15,United-States,0
36,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0
37,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,0
53,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,38,United-States,0
50,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,1
38,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
63,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,32,United-States,0
53,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,1
40,,Bachelors,Divorced,,Not-in-family,White,Female,50,United-States,0
23,Self-emp-inc,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,0
20,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,43,United-States,0
46,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,1
28,Private,10th,Never-married,Other-service,Other-relative,Amer-Indian-Eskimo,Male,40,Mexico,0
59,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,50,United-States,0
41,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
33,Private,Preschool,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,Mexico,0
56,Private,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Italy,0
50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,55,El-Salvador,1
31,Local-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,50,United-States,0
41,Private,Assoc-voc,Divorced,Sales,Own-child,White,Male,50,United-States,0
38,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,1
25,State-gov,Assoc-acdm,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0
18,,HS-grad,Never-married,,Other-relative,Other,Female,12,United-States,0
49,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,Black,Female,40,United-States,0
39,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,0
22,,Some-college,Never-married,,Own-child,White,Female,20,United-States,0
21,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,25,United-States,0
35,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0
21,,HS-grad,Never-married,,Unmarried,White,Female,40,United-States,0
38,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
55,Private,7th-8th,Widowed,Other-service,Unmarried,White,Female,20,,0
31,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,55,United-States,0
17,Self-emp-inc,11th,Never-married,Prof-specialty,Own-child,White,Male,20,United-States,0
31,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,1
25,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,0
39,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,1
50,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0
38,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,20,United-States,1
50,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,0
63,Private,10th,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0
31,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,0
23,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,0
18,Private,Some-college,Never-married,Other-service,Own-child,White,Male,20,United-States,0
43,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,48,United-States,0
34,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
18,Private,11th,Never-married,Sales,Own-child,White,Male,35,United-States,0
46,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,1
35,Private,Bachelors,Never-married,Sales,Unmarried,White,Female,40,United-States,1
46,State-gov,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,38,United-States,0
59,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,1
31,Private,7th-8th,Never-married,Handlers-cleaners,Not-in-family,White,Female,30,Portugal,0
27,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,37,United-States,0
41,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,England,0
42,Private,HS-grad,Never-married,Craft-repair,Own-child,Black,Male,40,,0
55,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
34,,HS-grad,Never-married,,Not-in-family,Black,Female,40,United-States,0
44,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States,0
26,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,50,United-States,0
36,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,1
69,Private,9th,Married-civ-spouse,Other-service,Husband,White,Male,35,United-States,0
33,Private,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,40,United-States,0
30,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0
35,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,16,United-States,1
25,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,1
21,Private,Some-college,Never-married,Other-service,Own-child,Black,Male,40,,0
18,Private,11th,Never-married,Other-service,Other-relative,Black,Male,15,United-States,0
35,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,1
20,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,United-States,0
26,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0
46,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,0
31,Private,Bachelors,Never-married,Prof-specialty,Unmarried,White,Female,36,United-States,0
40,Private,Prof-school,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Mexico,1
40,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,52,United-States,0
31,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,0
32,Self-emp-not-inc,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0
